"codigo_origem";"descricao_original";"unidade_origem";"produto_canonico";"marca";"categoria";"nome_variante";"unidade_canonica";"atributos"
"goevo:007504";"MODULO TOMADA 2P+T 20A PRETO";"UN";"Modulo Tomada 2P+T 20A Blanc";"Blanc";"Eletrica";"Preto 20 A";"UN";"Tipo=2P+T | Corrente=20 A | Cor=Preto"
"goevo:007505";"RECARGA PÓ 20KG BC";"UN";"Recarga Pó BC para Extintor";"";"Seguranca";"20 kg BC";"UN";"Capacidade=20 kg | Classe=BC"
"goevo:007506";"DETECTOR DE DISJUNTOR AUTOMATICO UNI-T UT25A/B COM I";"UN";"Detector de Disjuntor Automático Uni-T";"Uni-T";"Ferramentas";"UT25A/B";"UN";"Modelo=UT25A/B"
"goevo:007507";"SECBOX MODULO EXTERNO PARA CONTROLE DE ACESSO CONTROL ID";"UN";"Módulo Externo SecBox para Controle de Acesso Control ID";"Control ID";"Seguranca";"SecBox";"UN";"Modelo=SecBox"
"goevo:007508";"ARAME GALVANIZADO 18";"KG";"Arame Galvanizado Ajax BMG";"Ajax";"Fixacao";"18";"KG";"Bitola=18"
"goevo:007509";"DETECTOR DE FUMAÇA INTELIGENTE WIFI COM ALARME SONORO";"UN";"Detector de Fumaça Inteligente WiFi com Alarme Sonoro";"";"Seguranca";"WiFi com Alarme";"UN";"Conectividade=WiFi | Alarme=Sonoro"
"goevo:007510";"CINTA ERGONÔMICA";"UN";"Cinta Ergonômica";"";"EPI";"Padrão";"UN";""
"goevo:007511";"PC PLACA MAE A520M RYZEN 7 5700G 32GB SSD 1TB NVME GABINETE VENTILADO";"UN";"Computador Desktop Placa A520M Ryzen 7 5700G";"";"Informatica";"Ryzen 7 5700G 32GB SSD 1TB";"UN";"Processador=Ryzen 7 5700G | Memoria RAM=32 GB | Armazenamento=SSD 1TB NVMe | Placa Mae=A520M"
"goevo:007512";"PALMREST + TECLADO DELL INSPIRON 14"" 5480/5488 - ODNF8W";"UN";"Palmrest com Teclado Dell Inspiron";"Dell";"Informatica";"14"" 5480/5488";"UN";"Modelo=5480/5488 | Tamanho=14"""
"goevo:007513";"BATERIA PARA NOTEBOOK LENOVO IDEALPAD 320 330 S145 L16I2PB2";"UN";"Bateria para Notebook Lenovo Ideapad";"Lenovo";"Informatica";"320/330/S145";"UN";"Modelo=320/330/S145 | Código=L16I2PB2"
"goevo:007514";"CHALEIRA ELETRICA 2,5L 110V";"UN";"Chaleira Elétrica";"";"Eletrodomestico";"2,5 L 110 V";"UN";"Capacidade=2,5 L | Voltagem=110 V"
"goevo:007515";"BOMBA COM SISTEMA DE AGUA POTAVEL 1GPM 3.8LPM 110-220V";"UN";"Bomba Elétrica Sistema Água Potável";"";"Hidraulica";"1 GPM 110-220 V";"UN";"Vazao=1 GPM (3,8 LPM) | Voltagem=110-220 V"
"goevo:007516";"BONÉ AZUL GOWORKDAY";"UN";"Boné GoWorkDay";"GoWorkDay";"Uniformes";"Azul";"UN";"Cor=Azul"
"goevo:007517";"TAMPA CARCAÇA DE TELA LENOVO TRINKPAD L14";"UN";"Tampa Carcaça de Tela Lenovo Thinkpad L14";"Lenovo";"Informatica";"Thinkpad L14";"UN";"Modelo=Thinkpad L14"
"goevo:007518";"FORRO BRILLIANTO QUADRADO 625 X 625";"UN";"Forro Brillianto Quadrado";"";"Forro";"625 x 625 mm";"UN";"Dimensao=625 x 625 mm"
"goevo:007519";"BONE PRETO GOWORKDAY";"UN";"Boné GoWorkDay";"GoWorkDay";"Uniformes";"Preto";"UN";"Cor=Preto"
"goevo:007520";"NIVELADOR PARA ESCADA";"UN";"Nivelador para Escada";"";"Ferramentas";"Padrão";"UN";""
"goevo:007521";"FITA VELUDO 40MM X 10M";"UN";"Fita Veludo";"";"Escritorio";"40 mm 10 m";"UN";"Largura=40 mm | Comprimento=10 m"
"goevo:007522";"PULSEIRA PERSONALIZADA";"UN";"Pulseira Personalizada";"";"Marketing";"Padrão";"UN";""
"goevo:007523";"ROLO DE TNT 50 METROS";"UN";"Rolo de TNT";"";"Escritorio";"50 m";"UN";"Comprimento=50 m"
"goevo:007524";"BEXIGA";"UN";"Bexiga";"";"Marketing";"Padrao";"UN";""
"goevo:007525";"PC PLACA MAE A520M RYZEN 7 5700G 16GB SSD 1TB NVME GABINETE VENTILADO";"UN";"Computador Desktop Placa A520M Ryzen 7 5700G";"";"Informatica";"16 GB RAM SSD 1TB";"UN";"Processador=Ryzen 7 5700G | Memoria RAM=16 GB | Armazenamento=SSD 1TB NVMe | Placa Mae=A520M | Gabinete=Ventilado"
"goevo:007526";"SPOT DE TRILHO 20W 3000K BRANCO";"UN";"Spot LED para Trilho";"";"Iluminacao";"20 W 3000K Branco";"UN";"Potencia=20 W | Temperatura Cor=3000 K | Cor=Branco"
"goevo:007527";"EMENDA TRILHO ELETRIFICADO RETO BRANCO";"UN";"Emenda Trilho Eletrificado Reto";"";"Iluminacao";"Branco";"UN";"Cor=Branco"
"goevo:007528";"COMPRESSOR ROTATIVO RECHI 24000BTUS 220V R410A";"PC";"Compressor Rotativo Rechi";"Rechi";"Climatizacao";"24000 BTU 220V R410A";"PC";"Capacidade=24000 BTU | Voltagem=220 V | Gas=R410A"
"goevo:007529";"HONEYWELL 410A GENETRON AZ-20 11,3 KGS UN3163";"PC";"Gas Refrigerante Honeywell 410A Genetron AZ-20";"Honeywell";"Climatizacao";"11,3 kg UN3163";"PC";"Tipo Gas=R410A | Peso=11,3 kg | Codigo UN=UN3163"
"goevo:007530";"MANTA BRANCA 120 (1,50X20MTS) 30MT2";"PC";"Manta Branca para Isolamento";"";"Manutencao";"120 1,50x20m 30m²";"PC";"Largura=120 | Dimensao Rolo=1,50 x 20 m | Area=30 m² | Cor=Branco"
"goevo:007531";"BANDEJA PARA PINTURA 23 CM 1523P 2,7L";"UN";"Bandeja para Pintura";"";"Pintura";"23 cm 2,7L";"UN";"Largura=23 cm | Capacidade=2,7 L | Modelo=1523P"
"goevo:007532";"MARTELINHO DE SEGURANÇA QUEBRA VIDRO P/ ALARME DE INCÊNDIO";"UN";"Martelinho de Seguranca Quebra Vidro para Alarme de Incendio";"";"Seguranca";"Padrao";"UN";""
"goevo:007533";"MALETA CAIXA PLASTICA VONDER";"UN";"Maleta Caixa Plastica Vonder";"Vonder";"Ferramentas";"Padrao";"UN";""
"goevo:007534";"CANTONEIRA JUNÇÃO DE AÇO QUADRADA SUPORTE UNIÃO 60X60 L";"UN";"Cantoneira de Aco para Juncao Quadrada";"";"Fixacao";"60x60 mm";"UN";"Dimensao=60 x 60 mm | Material=Aco | Tipo=Suporte Uniao L"
"goevo:007535";"PALMREST COMPLETO DELL INSPIRION 3480 3481 3482";"UN";"Palmrest com Teclado Dell Inspiron";"Dell";"Informatica";"3480/3481/3482 14""";"UN";"Modelo=3480/3481/3482 | Tamanho=14"""
"goevo:007536";"CONDENSADORA SPRINGER MIDEA HI WALL FIXO R32 09.000 BTUS 220V FRIO";"UN";"Evaporadora Springer Midea Hi-Wall Fixo R32";"Springer Midea";"Climatizacao";"9.000 BTUs 220V Frio R32";"UN";"Capacidade=9.000 BTUs | Voltagem=220 V | Tipo=Frio | Gas=R32"
"goevo:007537";"GUARDANAPO DE PAPEL FOLHA SIMPLES";"UN";"Guardanapo de Papel";"";"Utensilios";"Folha Simples";"UN";"Tipo=Folha Simples"
"goevo:007538";"PRATO DESCARTAVEL";"UN";"Prato Descartavel";"";"Utensilios";"Padrao";"UN";""
"goevo:007539";"ESTOJO DE VELUDO PARA PLACAS";"UN";"Estojo de Veludo para Placas";"";"Marketing";"Padrao";"UN";"Material=Veludo"
"goevo:007540";"FOLHA DE PORTA MADEIRA LISA 2,40X77CM ESPESSURA 3,5CM";"UN";"Folha de Porta Lisa Madeira";"";"Portas";"2,40x77 cm 3,5 cm";"UN";"Altura=2,40 m | Largura=77 cm | Espessura=3,5 cm"
"goevo:007541";"PAR MANIVELAS VIDRO KOMBI PRETO";"SR";"Par Manivelas Vidro Kombi";"";"Automotivo";"Preto";"SR";"Cor=Preto"
"goevo:007542";"FRETE";"UN";"Frete";"";"Servicos";"Padrao";"UN";""
"goevo:007543";"Caixa Ferramentas Bau 24 C/ Rodinhas Irwin";"PÇ";"Caixa Bau para Ferramentas com Rodinhas Irwin";"Irwin";"Ferramentas";"24"" Com Rodinhas";"PC";"Tamanho=24"" | Tipo=Com Rodinhas"
"goevo:007544";"CAIBRO DE MADEIRA 80X80X3000";"UN";"Caibro de Madeira";"";"Madeira";"80x80 mm 3 m";"UN";"Dimensao=80 x 80 mm | Comprimento=3 m"
"goevo:007545";"Camera De Hikvision Com Resolucao De 1Mp Visao Noturna domi";"UN";"Camera de Seguranca Hikvision Dome";"Hikvision";"Seguranca";"1 MP Dome Visao Noturna";"UN";"Resolucao=1 MP | Tipo=Dome | Visao Noturna=Sim"
"goevo:007546";"Organizador Modular (pp) Dim.:15x10x11,5cm Delta Util";"UN";"Organizador Modular PP Delta Util";"Delta Util";"Escritorio";"15x10x11,5 cm";"UN";"Dimensao=15x10x11,5 cm | Material=PP"
"goevo:007547";"PORTA DE ALUMINIO PRETO 210X70 CM LADO ESQUERDO";"UN";"Porta de Aluminio";"";"Portas";"210x70 cm Preto Esquerdo";"UN";"Altura=2,10 m | Largura=70 cm | Cor=Preto | Lado=Esquerdo"
"goevo:007548";"Suporte Para Notebook Aluminio Ajustavel Dobravel";"UN";"Suporte para Notebook Aluminio Ajustavel Dobravel";"";"Informatica";"Aluminio Ajustavel";"UN";"Material=Aluminio | Tipo=Ajustavel Dobravel"
"goevo:007549";"MARCADOR CD/DVD 2.0 PRETO PILOT";"UN";"Marcador para CD/DVD Pilot";"Pilot";"Escritorio";"2.0 mm Preto";"UN";"Espessura Ponta=2.0 mm | Cor=Preto"
"goevo:007550";"CONE COM BARREIRAS AGILIDADE FUNCIONAL";"UN";"Cone com Barreiras para Agilidade Funcional";"";"Marketing";"Padrao";"UN";""
"goevo:007551";"RESERVATORIO P/ SABONE. ESPUMA ESSENZ LUNES";"UN";"Reservatório para Sabonete";"";"Acabamento";"Espuma Essenz Lunes";"UN";"Tipo=Espuma | Marca=Essenz Lunes"
"goevo:007552";"ESSENZ STILO SABONETE ESPUMA 6X600ML LOTE: 638679";"CX";"Essenz Stilo Sabonete";"Essenz";"Higiene";"Espuma 6x600ml Lote 638679";"CX";"Tipo=Espuma | Capacidade=600 ml | Quantidade=6 unidades | Lote=638679"
"goevo:007554";"KIT GIZ DE LINHA ABS 30 METROS - VERMELHO 64495";"UN";"Kit Giz de Linha ABS";"";"Ferramentas";"Vermelho 30 m";"UN";"Comprimento=30 m | Cor=Vermelho | Material=ABS | Modelo=64495"
"goevo:007555";"SACO LIXO 60L PR 65X75 C/100 1,5KG ECO";"UN";"Saco para Lixo Preto";"";"Limpeza";"Preto 60 L 65x75 cm 100 un 1,5 kg Eco";"UN";"Capacidade=60 L | Cor=Preto | Dimensao=65x75 cm | Quantidade=100 unidades | Peso=1,5 kg | Marca=Eco"
"goevo:007556";"DISPLAY PLAST A5 TRANSP DELLO";"UN";"Display Plástico Transparente Dello";"Dello";"Escritorio";"A5 Transparente";"UN";"Tamanho=A5 | Cor=Transparente"
"goevo:007557";"Seagate Disco rigido externo de expansao portatil de 4 TB - USB 3.0 de 2,5 polegadas, para Mac e PC com servicos de recu";"UN";"Disco Rígido Externo Portátil Seagate Expansion";"Seagate";"Informatica";"4 TB USB 3.0 2,5""";"UN";"Capacidade=4 TB | Interface=USB 3.0 | Tamanho=2,5"" | Compatibilidade=Mac e PC"
"goevo:007558";"2F-N6/8P-PRO+ - ALICATE DE CRIMP RJ45 CAT6 + 8X8 + 6X6/4/2 - 2FLEX";"UN";"Alicate de Crimpar RJ45 CAT6 2Flex";"2Flex";"Ferramentas";"CAT6 8X8 + 6X6/4/2";"UN";"Tipo=RJ45 CAT6 | Conectores=8X8 + 6X6/4/2 | Modelo=2F-N6/8P-PRO+"
"goevo:007559";"FAME HABITAT PRETO C/P 2T 4X2 10A";"UN";"Tomada Fame Habitat";"Fame";"Eletrica";"Preto 2T 4x2 10A";"UN";"Cor=Preto | Configuracao=2T | Dimensao=4x2 | Corrente=10 A | Linha=Habitat"
"goevo:007560";"Mangueira LED Neon RGB Colorida 120 LEDS/m IP65 220V 1m";"MT";"Mangueira LED Neon RGB com Controle e Fonte";"";"Iluminacao";"RGB 220V 120 LEDs/m 1 m";"M";"Voltagem=220 V | Cor=RGB | Densidade=120 LEDs/m | Protecao=IP65 | Comprimento=1 m"
"goevo:007561";"Suporte Para Mola Aerea A530 Em Porta De Vidro Soprano Preto";"UN";"Suporte para Mola Aérea";"";"Ferragem";"A530 Preto Soprano";"UN";"Modelo=A530 | Cor=Preto | Marca=Soprano | Aplicacao=Porta de Vidro"
"goevo:007562";"KIT 3 ROLOS FITA DUPLA FACE VHB 3M 19X33";"UN";"Fita Dupla Face VHB 3M";"3M";"Adesivos";"19 mm 33 m Kit 3 Rolos";"UN";"Largura=19 mm | Comprimento=33 m | Cor=Vermelho | Modelo=4910 | Quantidade=3 rolos"
"goevo:007563";"PRESILHA QUAD BASE RETA PARA VIDRO / ALVENARIA PRETO";"UN";"Presilha Quadrada Base Reta para Vidro Alvenaria";"";"Ferragem";"Preto Quadrada";"UN";"Cor=Preto | Formato=Quadrado | Tipo=Base Reta | Aplicacao=Vidro/Alvenaria"
"goevo:007564";"Canaleta de PVC Fechada para Painel Eletrico 20x20x2000mm Branco Ilumi - 62094";"PC";"Canaleta PVC Fechada para Painel Elétrico Ilumi";"Ilumi";"Eletrica";"Branco 20x20 mm 2 m";"PC";"Dimensao=20x20 mm | Comprimento=2 m | Cor=Branco | Modelo=62094 | Tipo=Fechada"
"goevo:007565";"Spot Para Trilho Eletrificado Preto Led 7w 3000k";"UN";"Spot de Trilho LED";"";"Iluminacao";"Preto 7W 3000K";"UN";"Potencia=7 W | Temperatura=3000K | Cor=Preto"
"goevo:007566";"Modem Celular 4g Wifi Md-4000 Aquario";"UN";"Modem Celular 4G WiFi Aquario";"Aquario";"Informatica";"MD-4000 4G WiFi";"UN";"Modelo=MD-4000 | Tecnologia=4G WiFi"
"goevo:007567";"ROMPEDOR 16KG D25941B2 DEWALT";"PC";"Rompedor Dewalt";"Dewalt";"Ferramentas";"16 kg D25941B2";"PC";"Capacidade=16 kg | Modelo=D25941B2"
"goevo:007568";"TALHADEIRA P/ROMPEDOR DE 16KG";"PC";"Talhadeira para Rompedor";"";"Ferramentas";"16 kg";"PC";"Capacidade=16 kg"
"goevo:007569";"PUNHO P/ ROMPEDOR";"PC";"Punho para Rompedor";"";"Ferramentas";"Padrão";"PC";""
"goevo:007570";"PONTEIRO P/ ROMPEDOR DE 16 KG";"PC";"Ponteiro para Rompedor";"";"Ferramentas";"16 kg";"PC";"Capacidade=16 kg"
"goevo:007571";"2002HB - CADEIRAS GIRATORIAS COM ENCOSTO DE CABEÇA GO WORK";"UN";"Cadeira Giratória com Encosto de Cabeça Go Work";"Go Work";"Mobiliario";"2002HB";"UN";"Modelo=2002HB | Tipo=Giratória com Encosto de Cabeça"
"goevo:007630";"PORTA CARTAO MESA CR 730.1 ACRIMET";"UN";"Porta Cartao Gowork";"Gowork";"Diversos";"730.1 Cromado Mesa";"UN";"Modelo=730.1 | Acabamento=Cromado | Tipo=Mesa"
"goevo:007631";"ETIQ FACILIN FRASCO";"UN";"Etiqueta Facilin Frasco";"Facilin";"Escritorio";"Frasco";"UN";"Tipo=Frasco"
"goevo:007634";"MARCADOR TEXTO AMARELO LUMICOLOR PILOT";"UN";"Marcador Texto Lumicolor Pilot";"Pilot";"Escritorio";"Amarelo";"UN";"Cor=Amarelo | Linha=Lumicolor"
"goevo:007649";"[SK] HD Disco Rigido 02TB CFTV Skyhawk Sata Seagate";"UN";"Disco Rígido Skyhawk para CFTV Seagate";"Seagate";"Informatica";"2 TB SATA Skyhawk";"UN";"Capacidade=2 TB | Interface=SATA | Linha=Skyhawk | Aplicacao=CFTV"
"goevo:007656";"FITA EMP 45X45M TRANSP REF5802 3M";"UN";"Fita para Empacotamento 3M";"3M";"Escritorio";"45 mm 45 m Transparente";"UN";"Largura=45 mm | Comprimento=45 m | Cor=Transparente | Modelo=5802"
"goevo:007671";"Fita Dupla Face 3m 4910 Transferivel 19mm X 33m";"UN";"Fita Dupla Face VHB 3M";"3M";"Adesivos";"19 mm 33 m Transferível";"UN";"Largura=19 mm | Comprimento=33 m | Cor=Vermelho | Modelo=4910 | Tipo=Transferível"
"goevo:007680";"PLUGUE INDUSTRIAL MACHO 3P+T+N 32A 440V IP44";"UN";"Plugue Industrial Macho";"";"Eletrica";"32A 440V IP44";"UN";"Cor=Vermelho | Configuracao=3P+T+N | Corrente=32 A | Voltagem=440 V | Protecao=IP44"
"goevo:007685";"DISJUNTOR BIPOLAR STECK SERIE SD 40A 2P CURVA C 3KA";"UN";"Disjuntor Bipolar Steck";"Steck";"Eletrica";"40A 2P C 3kA";"UN";"Corrente=40 A | Curva=C | Capacidade Ruptura=3 kA | Voltagem=230 V | Polos=2P"
"goevo:007686";"SERVIÇO DE REPARO NO MÓDULO DE POTÊNCIA DO ELEVADOR";"UN";"Serviço de Reparo no Módulo de Potência do Elevador";"";"Serviços";"Padrão";"UN";""
"goevo:007729";"CAPSULA CAFE CAPPUCCINO 3CORACOES 8X10X11G";"DI";"Cápsula de Café Cappuccino 3 Corações";"3 Corações";"Alimentos";"Cappuccino 80 un 11g";"DI";"Sabor=Cappuccino | Quantidade=80 unidades | Peso Unidade=11 g | Embalagem=8x10"
"goevo:007735";"CAPSULA CAFE TRES ESPRESSO AMENO 10X8G";"DI";"Cápsula de Café Três Espresso 3 Corações";"3 Corações";"Alimentos";"Espresso Ameno 80 un 8g";"DI";"Tipo=Espresso Ameno | Quantidade=80 unidades | Peso Unidade=8 g | Embalagem=10x8"
"goevo:007737";"CAPSULA CAFE TRES ESPRESSO VIBRANTE 10X8G";"DI";"Cápsula de Café Três Espresso 3 Corações";"3 Corações";"Alimentos";"Espresso Vibrante 80 un 8g";"DI";"Tipo=Espresso Vibrante | Quantidade=80 unidades | Peso Unidade=8 g | Embalagem=10x8"
"goevo:007741";"CAPSULA TRES CHOCOLATTO 10X11G";"DI";"Capsula Tres Chocolatto";"Tres";"Alimentos";"10x11g";"DI";"Peso Unidade=11 g | Quantidade=10 unidades"
"goevo:007742";"COPO PAP TRES 100ML C/50UN";"PA";"Copo Papel Tres";"Tres";"Descartaveis";"100 ml 50 un";"PA";"Capacidade=100 ml | Quantidade=50 unidades"
"goevo:007749";"COPO PAP TRES 180ML C/50UN";"PA";"Copo Papel Tres";"Tres";"Descartaveis";"180 ml 50 un";"PA";"Capacidade=180 ml | Quantidade=50 unidades"
"goevo:007776";"ENCERADEIRA INDUSTRIAL MOD:350 CERTEC";"PC";"Enceradeira Industrial";"";"Equipamentos";"Mod 350 Certec";"PC";"Modelo=350 | Marca=Certec"
"goevo:007781";"ESCOVAO";"PC";"Escovao";"";"Limpeza";"Padrao";"PC";""
"goevo:007782";"SUPORTE SCOT BRIT";"PC";"Suporte Scotch Brite";"";"Limpeza";"Padrao";"PC";""
"goevo:007792";"PORTA LAPIS SIMPLES ACRILICO TRANSP NOVACRIL";"UN";"Porta Lapis Simples Acrilico Waleu";"Waleu";"Escritorio";"Transparente Novacril";"UN";"Material=Acrilico | Cor=Transparente | Marca=Novacril"
"goevo:007806";"BOBINA TERMICA 57X22M BR REGISPEL";"UN";"Bobina Termica Regispel";"Regispel";"Escritorio";"57x22 mm Branco";"UN";"Dimensao=57x22 mm | Cor=Branco"
"goevo:007835";"DISJUNTOR DIN BIPOLAR 20A C 3KA SIEMENS";"UN";"Disjuntor DIN Bipolar Siemens";"Siemens";"Eletrica";"20 A 2P Curva C 3 kA";"UN";"Corrente=20 A | Polos=2P | Curva=C | Capacidade Ruptura=3 kA"
"goevo:007836";"DISJUNTOR UNIPOLAR 20A SCHNEIDER C 3KA";"UN";"Disjuntor Unipolar Schneider";"Schneider";"Eletrica";"20 A 1P Curva C 3 kA";"UN";"Corrente=20 A | Polos=1P | Curva=C | Capacidade Ruptura=3 kA"
"goevo:007841";"DISJUNTOR CURVA C TRIPOLAR 70A STECK";"UN";"Disjuntor Tripolar Steck";"Steck";"Eletrica";"70 A 3P Curva C";"UN";"Corrente=70 A | Polos=3P | Curva=C"
"goevo:007846";"DISJUNTOR BIPOLAR 32A CURVA C 3KA STECK";"UN";"Disjuntor Bipolar Steck";"Steck";"Eletrica";"32 A 2P Curva C 3 kA";"UN";"Corrente=32 A | Polos=2P | Curva=C | Capacidade Ruptura=3 kA"
"goevo:007847";"DISJUNTOR TRIPOLAR CURVA C 70A WEG";"UN";"Disjuntor Tripolar WEG";"WEG";"Eletrica";"70 A 3P Curva C";"UN";"Corrente=70 A | Polos=3P | Curva=C"
"goevo:007850";"DISJUNTOR BIPOLAR 20A CURVA C 3KA WEG";"UN";"Disjuntor Bipolar WEG";"WEG";"Eletrica";"20 A 2P Curva C 3 kA";"UN";"Corrente=20 A | Polos=2P | Curva=C | Capacidade Ruptura=3 kA"
"goevo:007852";"DISJUNTOR BIPOLAR 20A CURVA C 3KA SCHNEIDER";"UN";"Disjuntor Bipolar Schneider";"Schneider";"Eletrica";"20 A 2P Curva C 3 kA";"UN";"Corrente=20 A | Polos=2P | Curva=C | Capacidade Ruptura=3 kA"
"goevo:007857";"REMOVEDOR 1L TRADICIONAL SUPREMA";"UN";"Removedor Tradicional Suprema";"Suprema";"Quimicos";"1 L";"UN";"Capacidade=1 L"
"goevo:007893";"SACO LIXO 100L PR C/100 75X90 3KG JJL";"UN";"Saco para Lixo Preto";"";"Limpeza";"100 L Preto 75x90 cm 100 un 3 kg JJL";"UN";"Capacidade=100 L | Cor=Preto | Dimensao=75x90 cm | Quantidade=100 unidades | Peso=3 kg | Marca=JJL"
"goevo:007897";"SACO LIXO 60L CZ C/100 65X75 2,2KG JJL";"PT";"Saco para Lixo Cinza";"";"Limpeza";"60 L Cinza 65x75 cm 100 un 2,2 kg JJL";"PT";"Capacidade=60 L | Cor=Cinza | Dimensao=65x75 cm | Quantidade=100 unidades | Peso=2,2 kg | Marca=JJL"
"goevo:007901";"SACO XADREZ CAEBI 40X62CM";"UN";"Saco Alvejado Especial";"";"Embalagem";"40x62 cm Caebi";"UN";"Dimensao=40x62 cm | Marca=Caebi"
"goevo:007996";"CONTATOR 3P 95A 220V 50/60HZ 1NA+1NF SK195A11M - STECK";"UN";"Contator Tripolar Steck";"Steck";"Eletrica";"95 A 3P 220 V 50/60 Hz 1NA+1NF";"UN";"Corrente=95 A | Polos=3P | Voltagem=220 V | Frequencia=50/60 Hz | Configuracao=1NA+1NF | Modelo=SK195A11M"
"goevo:008039";"Arg pisopiso over coll cnza 20kg fort";"UN";"Argamassa Overcoll Externa Cinza";"Overcoll";"Argamassa";"20 kg Cinza Piso Forte";"UN";"Peso=20 kg | Cor=Cinza | Aplicacao=Piso Forte"
"goevo:008040";"PLACA PROIBIDO FUMAR";"UN";"Placa Sinalizacao Proibido Fumar";"";"Sinalizacao";"Padrao";"UN";""
"goevo:008041";"Gabinete P/ Areas Servico Porta Vassouras E Utensilios";"UN";"Armário para Porta Vassouras e Produtos de Limpeza";"";"Mobiliario";"Padrao";"UN";""
"goevo:008042";"Mouse sem fio Logitech M170 Preto Cinza";"UN";"Mouse Sem Fio Logitech M170";"Logitech";"Informatica";"M170 Preto Cinza";"UN";"Modelo=M170 | Cor=Preto Cinza"
"goevo:008043";"Suporte para notebook de aluminio";"UN";"Suporte para Notebook Aluminio Ajustavel Dobravel";"";"Informatica";"Aluminio";"UN";"Material=Aluminio"
"goevo:008044";"SACO ALVEJADO ESPECIAL 45X65CM CAEBI";"UN";"Saco Alvejado Especial";"";"Embalagem";"45x65 cm Caebi";"UN";"Dimensao=45x65 cm | Marca=Caebi"
"goevo:008045";"CAPACETE V-GARD ABA TOTAL BRANCO MSA";"PC";"Capacete V-Gard Aba Total MSA";"MSA";"EPI";"Aba Total Branco";"PC";"Modelo=V-Gard | Tipo=Aba Total | Cor=Branco"
"goevo:008046";"ETIQ. PEROXIDE MSCD FRASCO RO";"UN";"Etiqueta Peroxide Hospitalar Frasco";"";"Embalagem";"Rosa";"UN";"Cor=Rosa"
"goevo:008047";"ETIQ. PEROXIDE MSCD FRASCO AM";"UN";"Etiqueta Peroxide Hospitalar Frasco";"";"Embalagem";"Amarelo";"UN";"Cor=Amarelo"
"goevo:008048";"PAINEL DE 1X1.5";"PC";"Painel";"";"Diversos";"1x1,5 m";"PC";"Dimensao=1x1,5 m"
"goevo:008049";"DIAGONAL DE 1X1.5";"PC";"Diagonal Estrutural";"";"Estrutura";"1x1,5 m";"PC";"Dimensao=1x1,5 m"
"goevo:008050";"PISO METALICO 1X1.5";"PC";"Piso Metálico";"";"Estrutura";"1x1,5 m";"PC";"Dimensao=1x1,5 m"
"goevo:008051";"RODAS COM SISTEMA DE FREIO";"PC";"Rodas com Sistema de Freio";"";"Acessorios";"Padrao";"PC";""
"goevo:008052";"MULTIUSO SOFIA PRETO";"PC";"Multiuso Sofia";"";"Mobiliario";"Preto";"PC";"Cor=Preto"
"goevo:008053";"ESCOVA SANITARIA C/ SUPORTE 88 DSR";"UN";"Escova Sanitária com Suporte";"";"Limpeza";"88 DSR";"UN";"Modelo=88 DSR"
"goevo:008054";"MESA DUBAI -T. MAD. REDONDO - 1,10 - PRETO SIENA";"UN";"Mesa de Jantar Dubai Tampo MDF";"";"Mobiliario";"Madeira 110 cm Preto Siena";"UN";"Diametro=110 cm | Material Tampo=Madeira | Cor=Preto Siena"
"goevo:008055";"CAMERA DOME HILOOK 2MP IP66 HL1003 COLORVU";"UN";"Camera Dome Hilook ColorVu";"Hilook";"Seguranca";"2 MP HL1003 ColorVu";"UN";"Resolucao=2 MP | Certificacao=IP66 | Modelo=HL1003 | Tecnologia=ColorVu"
"goevo:008056";"COLA BASTAO 9G CO1209 BRW";"UN";"Cola Bastão BRW";"BRW";"Escritorio";"9 g";"UN";"Peso=9 g | Modelo=CO1209"
"goevo:008057";"MACACÃO GRINGA LISO 70119.1";"UN";"Macacão Gringa Liso";"";"EPI";"70119.1";"UN";"Modelo=70119.1"
"goevo:008058";"PONTEIRA SDS MAX 18X400MM";"UN";"Ponteira SDS Max";"";"Ferramentas";"18x400 mm";"UN";"Diametro=18 mm | Comprimento=400 mm"
"goevo:008059";"ESSENZ HIGIENIZADOR INSTANTANEO SPRAY 6X600ML LOTE: 640089";"CX";"Higienizador Instantâneo Spray Essenz";"Essenz";"Limpeza";"600 ml 6 unidades";"CX";"Capacidade=600 ml | Quantidade=6 unidades"
"goevo:008060";"L-0642 - CANTONEIRA 1"" X 1"" X 1MM ESPESSURA 6M";"PC";"Cantoneira Metalica";"";"Estrutura";"1"" x 1"" 1 mm 6 m";"PC";"Dimensao=1"" x 1"" | Espessura=1 mm | Comprimento=6 m"
"goevo:008061";"CABO HDMI 2 METROS 2.0 GOLD";"UN";"Cabo HDMI 2.0";"";"Informatica";"2 m 2.0 Gold";"UN";"Comprimento=2 m | Versao=2.0 | Acabamento=Gold"
"goevo:008062";"VERNIZ SPARLACK IMBUIA NEUTREX 3,6L";"UN";"Verniz Neutrex Sparlack";"Sparlack";"Pintura";"Imbuia 3,6 L";"UN";"Cor=Imbuia | Capacidade=3,6 L"
"goevo:008063";"TINTA SUVINIL FOSCO COMPLETO 16L - SOMBRA AZUL";"LA";"Tinta Fosco Completo Suvinil";"Suvinil";"Pintura";"16 L Sombra Azul";"LA";"Capacidade=16 L | Cor=Sombra Azul"
